2.352941176470588047e+01,2.352941176470588047e+01,2.205882352941176450e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.176470588235294024e+01,7.352941176470588758e+00
2.205882352941176450e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.029411764705882248e+01
2.500000000000000000e+01,2.205882352941176450e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.176470588235294024e+01,8.823529411764706509e+00,8.823529411764706509e+00,8.823529411764706509e+00,7.352941176470588758e+00
2.941176470588235503e+01,2.500000000000000000e+01,2.352941176470588047e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.323529411764705976e+01,8.823529411764706509e+00,8.823529411764706509e+00,5.882352941176470118e+00,5.882352941176470118e+00
3.235294117647058698e+01,3.088235294117647101e+01,2.794117647058823550e+01,2.647058823529411953e+01,2.352941176470588047e+01,2.205882352941176450e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01
2.500000000000000000e+01,2.352941176470588047e+01,2.352941176470588047e+01,2.352941176470588047e+01,2.205882352941176450e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.176470588235294024e+01
2.352941176470588047e+01,2.352941176470588047e+01,2.352941176470588047e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.176470588235294024e+01,1.029411764705882248e+01,1.029411764705882248e+01,5.882352941176470118e+00
2.647058823529411953e+01,2.352941176470588047e+01,2.352941176470588047e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.029411764705882248e+01,8.823529411764706509e+00
1.911764705882352899e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.029411764705882248e+01,1.029411764705882248e+01,8.823529411764706509e+00,8.823529411764706509e+00,8.823529411764706509e+00,8.823529411764706509e+00
2.352941176470588047e+01,2.058823529411764497e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.029411764705882248e+01
2.205882352941176450e+01,2.058823529411764497e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.176470588235294024e+01
2.794117647058823550e+01,2.794117647058823550e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.352941176470588047e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.470588235294117752e+01
3.529411764705882604e+01,3.382352941176471006e+01,3.088235294117647101e+01,3.088235294117647101e+01,2.794117647058823550e+01,2.647058823529411953e+01,2.500000000000000000e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.911764705882352899e+01
2.058823529411764497e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.029411764705882248e+01,1.029411764705882248e+01
2.647058823529411953e+01,2.500000000000000000e+01,2.352941176470588047e+01,2.352941176470588047e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01
2.352941176470588047e+01,2.058823529411764497e+01,1.911764705882352899e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.176470588235294024e+01,1.029411764705882248e+01,7.352941176470588758e+00,7.352941176470588758e+00,5.882352941176470118e+00
3.088235294117647101e+01,2.647058823529411953e+01,2.647058823529411953e+01,2.352941176470588047e+01,2.205882352941176450e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.029411764705882248e+01
2.794117647058823550e+01,2.500000000000000000e+01,2.352941176470588047e+01,2.058823529411764497e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.029411764705882248e+01,1.029411764705882248e+01
2.941176470588235503e+01,2.647058823529411953e+01,2.205882352941176450e+01,2.205882352941176450e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.176470588235294024e+01
2.205882352941176450e+01,2.205882352941176450e+01,2.205882352941176450e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.029411764705882248e+01
2.058823529411764497e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.176470588235294024e+01,1.176470588235294024e+01
2.794117647058823550e+01,2.500000000000000000e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.176470588235294024e+01
1.911764705882352899e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.029411764705882248e+01,8.823529411764706509e+00,8.823529411764706509e+00,7.352941176470588758e+00,7.352941176470588758e+00
2.647058823529411953e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.176470588235294024e+01,8.823529411764706509e+00,5.882352941176470118e+00
2.794117647058823550e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.205882352941176450e+01,1.470588235294117752e+01,1.176470588235294024e+01,8.823529411764706509e+00,7.352941176470588758e+00,7.352941176470588758e+00,7.352941176470588758e+00
2.205882352941176450e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.029411764705882248e+01,8.823529411764706509e+00
2.794117647058823550e+01,2.794117647058823550e+01,2.647058823529411953e+01,2.205882352941176450e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.911764705882352899e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.323529411764705976e+01
2.941176470588235503e+01,2.941176470588235503e+01,2.941176470588235503e+01,2.500000000000000000e+01,2.352941176470588047e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.470588235294117752e+01
2.058823529411764497e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.176470588235294024e+01,1.176470588235294024e+01,1.176470588235294024e+01,7.352941176470588758e+00,5.882352941176470118e+00
2.647058823529411953e+01,2.500000000000000000e+01,2.352941176470588047e+01,2.058823529411764497e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.176470588235294024e+01
2.647058823529411953e+01,2.500000000000000000e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.176470588235294024e+01,5.882352941176470118e+00
2.205882352941176450e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.176470588235294024e+01,8.823529411764706509e+00
2.941176470588235503e+01,2.941176470588235503e+01,2.941176470588235503e+01,2.794117647058823550e+01,2.647058823529411953e+01,2.352941176470588047e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.470588235294117752e+01
1.764705882352941302e+01,1.764705882352941302e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.029411764705882248e+01,8.823529411764706509e+00,7.352941176470588758e+00,5.882352941176470118e+00,4.411764705882353255e+00
1.911764705882352899e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.176470588235294024e+01,7.352941176470588758e+00,7.352941176470588758e+00,7.352941176470588758e+00
1.911764705882352899e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.176470588235294024e+01,1.176470588235294024e+01,1.029411764705882248e+01,8.823529411764706509e+00,7.352941176470588758e+00,7.352941176470588758e+00,7.352941176470588758e+00
1.911764705882352899e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.029411764705882248e+01,7.352941176470588758e+00,7.352941176470588758e+00,7.352941176470588758e+00
2.941176470588235503e+01,2.794117647058823550e+01,2.500000000000000000e+01,2.205882352941176450e+01,2.205882352941176450e+01,2.205882352941176450e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.470588235294117752e+01
3.235294117647058698e+01,2.941176470588235503e+01,2.647058823529411953e+01,2.352941176470588047e+01,2.205882352941176450e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.764705882352941302e+01
2.205882352941176450e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.029411764705882248e+01,8.823529411764706509e+00,7.352941176470588758e+00,5.882352941176470118e+00
2.058823529411764497e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.029411764705882248e+01,8.823529411764706509e+00
2.058823529411764497e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.176470588235294024e+01,1.176470588235294024e+01,1.029411764705882248e+01,1.029411764705882248e+01
1.911764705882352899e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.323529411764705976e+01,8.823529411764706509e+00,8.823529411764706509e+00,5.882352941176470118e+00
2.500000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.205882352941176450e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.029411764705882248e+01
3.382352941176471006e+01,3.088235294117647101e+01,2.647058823529411953e+01,2.352941176470588047e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.617647058823529349e+01
2.500000000000000000e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.029411764705882248e+01,8.823529411764706509e+00,7.352941176470588758e+00
2.058823529411764497e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.029411764705882248e+01,8.823529411764706509e+00
2.941176470588235503e+01,2.500000000000000000e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.176470588235294024e+01
2.500000000000000000e+01,2.352941176470588047e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.323529411764705976e+01,1.029411764705882248e+01,8.823529411764706509e+00
4.117647058823528994e+01,3.970588235294117396e+01,3.970588235294117396e+01,3.676470588235294201e+01,3.676470588235294201e+01,3.088235294117647101e+01,2.794117647058823550e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.205882352941176450e+01
1.617647058823529349e+01,1.470588235294117752e+01,1.176470588235294024e+01,1.176470588235294024e+01,1.029411764705882248e+01,8.823529411764706509e+00,8.823529411764706509e+00,7.352941176470588758e+00,7.352941176470588758e+00,5.882352941176470118e+00
3.088235294117647101e+01,3.088235294117647101e+01,2.941176470588235503e+01,2.647058823529411953e+01,2.647058823529411953e+01,2.352941176470588047e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.176470588235294024e+01,8.823529411764706509e+00
3.382352941176471006e+01,3.235294117647058698e+01,3.088235294117647101e+01,2.647058823529411953e+01,2.500000000000000000e+01,2.352941176470588047e+01,2.058823529411764497e+01,2.058823529411764497e+01,2.058823529411764497e+01,1.323529411764705976e+01
1.911764705882352899e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.029411764705882248e+01,8.823529411764706509e+00,7.352941176470588758e+00,7.352941176470588758e+00
2.500000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.205882352941176450e+01,1.911764705882352899e+01,1.911764705882352899e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.176470588235294024e+01
2.500000000000000000e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.176470588235294024e+01
2.205882352941176450e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.029411764705882248e+01,7.352941176470588758e+00
2.058823529411764497e+01,1.911764705882352899e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.323529411764705976e+01,1.176470588235294024e+01,8.823529411764706509e+00,7.352941176470588758e+00,5.882352941176470118e+00
2.647058823529411953e+01,2.500000000000000000e+01,2.352941176470588047e+01,2.205882352941176450e+01,2.205882352941176450e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.470588235294117752e+01
1.617647058823529349e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.323529411764705976e+01,1.176470588235294024e+01,1.029411764705882248e+01,1.029411764705882248e+01,7.352941176470588758e+00
2.352941176470588047e+01,2.352941176470588047e+01,2.058823529411764497e+01,1.764705882352941302e+01,1.764705882352941302e+01,1.617647058823529349e+01,1.323529411764705976e+01,1.323529411764705976e+01,8.823529411764706509e+00,7.352941176470588758e+00
2.794117647058823550e+01,2.647058823529411953e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.205882352941176450e+01,2.205882352941176450e+01,1.911764705882352899e+01,1.617647058823529349e+01,1.617647058823529349e+01,1.176470588235294024e+01
3.970588235294117396e+01,3.676470588235294201e+01,3.676470588235294201e+01,3.676470588235294201e+01,3.382352941176471006e+01,3.088235294117647101e+01,2.647058823529411953e+01,2.500000000000000000e+01,2.205882352941176450e+01,1.617647058823529349e+01
1.911764705882352899e+01,1.617647058823529349e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.470588235294117752e+01,1.176470588235294024e+01,8.823529411764706509e+00,8.823529411764706509e+00,5.882352941176470118e+00,5.882352941176470118e+00
